id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
44162,KEN-2009-3-501-4,2009,FALSE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,The Nation/All Africa Global Media via COMTEX 2009-07-27,,,,,1,Kampi ya Moto,Kampi ya Moto,Rift Valley province,Nakuru district,-0.133333,35.933333,POINT (35.933333 -0.133333),129312,Kenya,501,Africa,1,1,7/26/2009 0:00,7/26/2009 0:00,0,0,0,0,0,3,0
44163,KEN-2006-2-405-4,2006,TRUE,Clear,2,2-405,4925,Pokot - Samburu,405,5535,Pokot - Samburu,1529,670,Pokot,1794,925,Samburu,-1,Reuters 18/4-06,,,,police spokesman Gideon Kibunja,3,Samburu district,Samburu district,Rift Valley province,Samburu district,1.25,37,POINT (37.000000 1.250000),131475,Kenya,501,Africa,2,4,4/1/2006 0:00,4/30/2006 0:00,0,5,0,0,5,5,5
44164,KEN-1997-2-226-6,1997,TRUE,Clear,2,2-226,4765,Kisii - Maasai,226,5375,Kisii - Maasai,1796,927,Kisii,1909,1030,Maasai,-1,R 1997-12-28; R 2; ARB Dec. 1997,,,,police,3,Trans Mara district,Trans Mara district (Ekona Yangare town),Rift Valley province,Trans Mara district,-1.007695,34.880621,POINT (34.880621 -1.007695),127870,Kenya,501,Africa,1,1,12/28/1997 0:00,12/28/1997 0:00,3,0,0,0,3,3,3
44165,KEN-2010-2-151-9,2010,TRUE,Clear,2,2-151,4704,Pokot - Turkana,151,5314,Pokot - Turkana,1529,670,Pokot,1554,693,Turkana,-1,"KENYA  Tracking of killings and displacement in Pastoral areas, OCHA Annual Review"", at http://reliefweb.int/sites/reliefweb.int/files/resources/9C18D2E8FB4F442CC1257808003B2038-Full_Report.pdf",,,,"NSC/ CEWARN Conflict Updates, Issue No.3 of 2010: Released on 8 February 2010",3,Turkana district,"Turkana district, Rift Valley province",Rift Valley province,Turkana district,3,35.5,POINT (35.500000 3.000000),134352,Kenya,501,Africa,1,1,7/2/2010 0:00,7/2/2010 0:00,2,0,0,0,2,2,2
44166,KEN-2007-3-501-30,2007,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Nairobi city,Nairobi city (Maringo shopping center),Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,Africa,1,1,10/31/2007 0:00,10/31/2007 0:00,0,0,0,0,0,1,0
44167,KEN-2008-2-73-5,2008,TRUE,Clear,2,Feb-73,4631,Garre subclan of Digil clan (Digil-Mirifle) - Murule subclan of Gugundabe clan (Hawiye),73,5241,Garre subclan of Digil clan (Digil-Mirifle) - Murule subclan of Gugundabe clan (Hawiye),1466,612,Garre subclan of Digil clan (Digil-Mirifle),1515,656,Murule subclan of Gugundabe clan (Hawiye),-1,"CEWARN country updates, kenyan side of somali cluster, may-aug 08",,,,,3,Mandera district,Mandera district,North-Eastern province,Mandera district,3.5,40.75,POINT (40.750000 3.500000),135082,Kenya,501,Africa,1,5,7/1/2008 0:00,8/31/2008 0:00,0,0,0,2,2,2,2
44168,KEN-2005-2-227-2,2005,FALSE,Clear,2,2-227,4766,Kikuyu - Maasai,227,5376,Kikuyu - Maasai,1795,926,Kikuyu,1909,1030,Maasai,-1,"AFP 2005-01-31 ""Families flee new violence in central Kenya",,,,Narok police Commander Joshua Leyum,3,Narok district,Narok district,Rift Valley province,Narok district,-1.25,35.75,POINT (35.750000 -1.250000),127872,Kenya,501,Africa,1,1,1/30/2005 0:00,1/30/2005 0:00,1,0,0,0,1,1,1
44169,KEN-1994-2-100-9,1994,TRUE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,"HRW 1994 ""Multipartism betrayed in Kenya, p 7 "",",,,,,1,Kamuyu,Kamuyu (and Usalama farms),Central province,Nyeri district,-0.416667,36.916667,POINT (36.916667 -0.416667),129314,Kenya,501,Africa,1,1,3/29/1994 0:00,3/29/1994 0:00,2,0,0,0,2,2,2
44171,KEN-2006-3-1565-6,2006,FALSE,Clear,3,1565,601,SLDF - Civilians,1565,1068,SLDF - Civilians,1565,704,SLDF,9999,1,Civilians,-1,"Report into Violations of Human Rights in Mt Elgon Region, Kenyan Police, www.scribd.com/doc/6337563/Kenya-Police-Inquiry-into-the-Mt-Elgon-violence",,,,,2,Chepkurkur,"Chepkurkur (location, kopsiro division; Kapkikai village in there)",Western province,Mt. Elgon district,0.870083,34.538306,POINT (34.538306 0.870083),130750,Kenya,501,Africa,1,1,12/5/2006 0:00,12/5/2006 0:00,0,0,2,0,2,2,2
44172,KEN-2010-2-151-12,2010,TRUE,Clear,2,2-151,4704,Pokot - Turkana,151,5314,Pokot - Turkana,1529,670,Pokot,1554,693,Turkana,-1,"KENYA  Tracking of killings and displacement in Pastoral areas, OCHA Annual Review"", at http://reliefweb.int/sites/reliefweb.int/files/resources/9C18D2E8FB4F442CC1257808003B2038-Full_Report.pdf",,,,"NSC/ CEWARN Conflict Updates, Issue No.3 of 2010: Released on 8 February 2010",1,Kakong village,"Kakong village, Kainuk division, Turkana district,",Rift Valley province,Turkana district,2.027986,35.527714,POINT (35.527714 2.027986),132912,Kenya,501,Africa,1,1,9/25/2010 0:00,9/25/2010 0:00,0,3,0,0,3,3,3
44173,KEN-2007-3-501-8,2007,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,6,Kenya,Kenya,,,1,38,POINT (38.000000 1.000000),131477,Kenya,501,Africa,1,4,5/1/2007 0:00,5/31/2007 0:00,0,0,3,0,3,3,3
44174,KEN-2008-3-501-33,2008,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Nairobi city,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,Africa,2,4,6/30/2008 0:00,7/11/2008 0:00,0,0,2,0,2,3,2
44175,KEN-2008-3-501-35,2008,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Ngurueini,Ngurueini (Muranga South District),Central province,Muranga district,-0.883333,37.066667,POINT (37.066667 -0.883333),128595,Kenya,501,Africa,1,3,1/23/2008 0:00,1/29/2008 0:00,0,0,0,0,0,4,0
44177,KEN-2008-2-227-1,2008,FALSE,Clear,2,2-227,4766,Kikuyu - Maasai,227,5376,Kikuyu - Maasai,1795,926,Kikuyu,1909,1030,Maasai,-1,"AP 2008-01-18 ""On bloodiest day of protests, Kenya opposition vows to keep up pressure with strikes",,,,.,3,Narok district,Narok district,Rift Valley province,Narok district,-1.25,35.75,POINT (35.750000 -1.250000),127872,Kenya,501,Africa,1,1,1/18/2008 0:00,1/18/2008 0:00,0,0,0,5,5,5,5
44178,KEN-2007-3-1565-12,2007,TRUE,Clear,3,1565,601,SLDF - Civilians,1565,1068,SLDF - Civilians,1565,704,SLDF,9999,1,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,3,Mt. Elgon district,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,Africa,1,4,1/1/2007 0:00,1/31/2007 0:00,0,0,1,0,1,1,1
44179,KEN-2008-2-110-2.1,2008,TRUE,Clear,2,2-110,4665,Kikuyu - Luo,110,5275,Kikuyu - Luo,1795,926,Kikuyu,1768,901,Luo,-1,"BBC Monitoring Africa 2008-01-21 ""Kenya: Tension reigns in Nairobi suburbs after five are killed",,,,.,1,Huruma location,Huruma location,Nairobi province,Nairobi district,-1.256489,36.872114,POINT (36.872114 -1.256489),127874,Kenya,501,Africa,1,1,1/21/2008 0:00,1/21/2008 0:00,0,0,0,0,0,3,0
44180,KEN-2008-2-110-5,2008,TRUE,Clear,2,2-110,4665,Kikuyu - Luo,110,5275,Kikuyu - Luo,1795,926,Kikuyu,1768,901,Luo,-1,"All Africa 2008-01-26 ""Ethnic Clashes Resume",,,,.,1,Nakuru town,Nakuru town,Rift Valley province,Nakuru district,-0.283333,36.066667,POINT (36.066667 -0.283333),129313,Kenya,501,Africa,1,1,1/25/2008 0:00,1/25/2008 0:00,0,2,0,0,2,2,2
44182,KEN-1992-2-225-4,1992,TRUE,Clear,2,2-225,4764,"Kalenjin - Luo, Kisii",225,5374,"Kalenjin - Luo, Kisii",1903,1024,Kalenjin,550104,3816,"Luo, Kisii",-1,R 1992-03-15,,,,District Commissioner Timothy Sirma,2,Kericho town,Kericho town (near),Rift Valley province,Kericho district,-0.366667,35.283333,POINT (35.283333 -0.366667),129311,Kenya,501,Africa,2,4,3/5/1992 0:00,3/15/1992 0:00,0,0,0,11,11,11,11
44183,KEN-2008-2-150-4,2008,TRUE,Clear,2,2-150,4703,Toposa - Turkana,150,5313,Toposa - Turkana,1553,692,Toposa,1554,693,Turkana,-1,"Sudan Tribune 2008-08-31 ""Sudanese Toposa kill 8 Kenyan",,,,.,1,Lokichokio town,Lokichokio town,Rift Valley province,Turkana district,4.207113,34.363843,POINT (34.363843 4.207113),135789,Kenya,501,Africa,1,1,8/31/2008 0:00,8/31/2008 0:00,0,0,0,0,0,8,0
44185,KEN-2008-2-100-10,2008,TRUE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,"All Africa 2008-01-26 ""Ethnic Clashes Resume",,,,.,1,Nakuru town,Nakuru town,Rift Valley province,Nakuru district,-0.283333,36.066667,POINT (36.066667 -0.283333),129313,Kenya,501,Africa,1,1,1/25/2008 0:00,1/25/2008 0:00,2,0,0,0,2,2,2
44186,KEN-1998-2-100-6.2,1998,TRUE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,AC 1998-02-20; X 1998-02-04; X 1998-02-08; X 1998-03-09; X 1998-03-11,,,,police; gov't; local media,3,Nakuru district,Nakuru district,Rift Valley province,Nakuru district,-0.333333,36,POINT (36.000000 -0.333333),129313,Kenya,501,Africa,2,4,1/11/1998 0:00,1/24/1998 0:00,0,0,0,26,26,26,26
44187,KEN-2010-2-150-2,2010,FALSE,Clear,2,2-150,4703,Toposa - Turkana,150,5313,Toposa - Turkana,1553,692,Toposa,1554,693,Turkana,-1,"KENYA  Tracking of killings and displacement in Pastoral areas. OCHA Annual Review 2010"" referring to UNDSS Weekly Security Update February 2010, at http://reliefweb.int/sites/reliefweb.int/files/resources/9C18D2E8FB4F442CC1257808003B2038-Full_Report.pdf",,,,,2,Lokichokio town,Lokichoggio town (northeast of),Rift Valley province,Turkana district,4.207113,34.363843,POINT (34.363843 4.207113),135789,Kenya,501,Africa,1,1,9/29/2010 0:00,9/29/2010 0:00,7,0,0,0,7,7,7
44188,KEN-1998-2-100-6.1,1998,TRUE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,AC 1998-02-20; X 1998-02-04; X 1998-02-08; X 1998-03-09; X 1998-03-11,,,,police; gov't; local media,3,Laikipia district,Laikipia district,Rift Valley province,Laikipia district,0.416667,36.75,POINT (36.750000 0.416667),130034,Kenya,501,Africa,2,4,1/11/1998 0:00,1/24/1998 0:00,0,0,0,25,25,25,25
44191,KEN-2006-3-501-1,2006,FALSE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"Reuters 2006-06-01 ""Three killed as Kenya police fight street traders",,,,witness,1,Nairobi city,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,Africa,1,1,6/1/2006 0:00,6/1/2006 0:00,0,0,0,0,0,1,0
44192,KEN-1994-2-100-8,1994,TRUE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,"HRW 1994 ""Multipartism betrayed in Kenya, p 7 "",",,,,,2,Kamuyu,Kamuyu (Rurigi farm close by),Central province,Nyeri district,-0.416667,36.916667,POINT (36.916667 -0.416667),129314,Kenya,501,Africa,1,1,3/29/1994 0:00,3/29/1994 0:00,0,0,0,4,4,4,4
44201,KEN-2010-2-151-3,2010,TRUE,Clear,2,2-151,4704,Pokot - Turkana,151,5314,Pokot - Turkana,1529,670,Pokot,1554,693,Turkana,-1,"KENYA  Tracking of killings and displacement in Pastoral areas, OCHA Annual Review"", at http://reliefweb.int/sites/reliefweb.int/files/resources/9C18D2E8FB4F442CC1257808003B2038-Full_Report.pdf",,,,"NSC/ CEWARN Conflict Updates, Issue No.3 of 2010: Released on 8 February 2010",2,Kainuk,"Loyapat (near Kainuk), Kainuk Division, Turkana district, Rift Valley province",Rift Valley province,Turkana district,1.774422,35.500639,POINT (35.500639 1.774422),132192,Kenya,501,Africa,1,1,3/10/2010 0:00,3/10/2010 0:00,0,1,0,0,1,1,1
44202,KEN-2007-3-501-14,2007,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,2,Kayole village,"Kayole village (near, Masimba)",Nairobi province,Nairobi district,-1.283333,36.93333,POINT (36.933330 -1.283333),127874,Kenya,501,Africa,1,1,7/15/2007 0:00,7/15/2007 0:00,0,0,1,0,1,1,1
44204,KEN-2006-2-405-1,2006,TRUE,Clear,2,2-405,4925,Pokot - Samburu,405,5535,Pokot - Samburu,1529,670,Pokot,1794,925,Samburu,-1,"AFP 2006-05-20 ""Five killed in Kenyan cattle raid: police"" AND AFP 2006-05-21 ""Death toll in Kenyan cattle clashes climbs to 10",,,,Samburu Police Commander Charles Wasike,1,Kisima town,Kisima town,Rift Valley province,Samburu district,0.983333,36.816667,POINT (36.816667 0.983333),130754,Kenya,501,Africa,1,1,5/20/2006 0:00,5/20/2006 0:00,8,2,0,0,10,10,10
44208,KEN-2007-3-1565-13.2,2007,TRUE,Clear,3,1565,601,SLDF - Civilians,1565,1068,SLDF - Civilians,1565,704,SLDF,9999,1,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,3,Mt. Elgon district,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,Africa,1,5,9/1/2007 0:00,12/31/2007 0:00,0,0,3,0,3,3,3
44221,KEN-1995-2-151-1,1995,TRUE,Clear,2,2-151,4704,Pokot - Turkana,151,5314,Pokot - Turkana,1529,670,Pokot,1554,693,Turkana,-1,R 1995-12-06,,,,not reported,3,Samburu district,Samburu district,Rift Valley province,Samburu district,1.25,37,POINT (37.000000 1.250000),131475,Kenya,501,Africa,2,2,12/1/1995 0:00,12/5/1995 0:00,0,0,0,44,44,44,44
44222,KEN-2007-2-110-1,2007,FALSE,Clear,2,2-110,4665,Kikuyu - Luo,110,5275,Kikuyu - Luo,1795,926,Kikuyu,1768,901,Luo,-1,"AFP 2007-12-31 ""More than 140 killed as Kenya plunges into post-poll chaos",,,,,1,Mombasa town,Mombasa town,Coast province,Mombasa district,-4.05,39.666667,POINT (39.666667 -4.050000),123560,Kenya,501,Africa,1,1,12/31/2007 0:00,12/31/2007 0:00,3,6,0,10,19,19,19
44243,KEN-1992-3-501-6,1992,FALSE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"Reuters, 1992-12-30",,,,Kenya television,1,Mombasa town,Mombasa town,Coast province,Mombasa district,-4.05,39.666667,POINT (39.666667 -4.050000),123560,Kenya,501,Africa,1,1,12/29/1992 0:00,12/29/1992 0:00,0,0,1,0,1,1,1
44297,KEN-2007-3-501-27,2007,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Nairobi city,Nairobi City (Kosovo slums),Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,Africa,1,1,6/7/2007 0:00,6/7/2007 0:00,0,0,1,0,1,1,1
44298,KEN-2001-2-232-2,2001,TRUE,Clear,2,2-232,4769,"Orma, Wardei - Pokomo",232,5379,"Orma, Wardei - Pokomo",550103,3815,"Orma, Wardei",1802,933,Pokomo,-1,"R 2001-11-19; The East African Standard/All Africa Global Media via COMTEX 2001-11-21; Nov 20, 2001 (The Nation/All Africa Global Media via COMTEX",,,,KTN television; district commissioner; survivors; local pastor,3,Tana River district,Tana River district,Coast province,Tana River district,-1.5,39.5,POINT (39.500000 -1.500000),127880,Kenya,501,Africa,1,2,11/17/2001 0:00,11/19/2001 0:00,0,0,7,7,14,14,14
44301,KEN-2010-2-406-1,2010,FALSE,Clear,2,2-406,4926,Samburu - Turkana,406,5536,Samburu - Turkana,1794,925,Samburu,1554,693,Turkana,-1,"KENYA  Tracking of killings and displacement in Pastoral areas, OCHA Annual Review"", at http://reliefweb.int/sites/reliefweb.int/files/resources/9C18D2E8FB4F442CC1257808003B2038-Full_Report.pdf",,,,,3,Isiolo district,"Ngarendare area, Isiolo district, Eastern province",Eastern province,Isiolo district,1,38.75,POINT (38.750000 1.000000),131478,Kenya,501,Africa,1,1,12/2/2010 0:00,12/2/2010 0:00,0,1,0,0,1,1,1
44308,KEN-2008-2-110-1,2008,TRUE,Clear,2,2-110,4665,Kikuyu - Luo,110,5275,Kikuyu - Luo,1795,926,Kikuyu,1768,901,Luo,-1,"All Africa 2008-01-21 ""ODM Welcomes Museveni Mediation",,,,.,1,Nairobi city,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,Africa,1,1,1/20/2008 0:00,1/20/2008 0:00,0,0,0,3,3,3,3
44344,KEN-1992-2-100-1,1992,TRUE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,BBC 1992-01-11,,,,The Standard,5,Western Kenya,western Kenya,,,-0.5,34.5,POINT (34.500000 -0.500000),129310,Kenya,501,Africa,1,1,1/9/1992 0:00,1/9/1992 0:00,0,0,0,0,0,3,0
44360,KEN-2000-2-151-1,2000,FALSE,Clear,2,2-151,4704,Pokot - Turkana,151,5314,Pokot - Turkana,1529,670,Pokot,1554,693,Turkana,-1,"East African Standard website on 2000-04-03, in BBC",,,,,3,Baringo district,Baringo district,Rift Valley province,Baringo district,0.666667,36,POINT (36.000000 0.666667),130753,Kenya,501,Africa,1,1,3/30/2000 0:00,3/30/2000 0:00,2,0,0,0,2,2,2
44361,KEN-2007-3-501-16,2007,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,6,Kenya,Kenya,,,1,38,POINT (38.000000 1.000000),131477,Kenya,501,Africa,1,1,11/26/2007 0:00,11/26/2007 0:00,0,0,0,0,0,1,0
44363,KEN-2007-3-501-19,2007,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Bondeni village,Bondeni village,Rift Valley province,Nakuru district,-0.3,36.08333,POINT (36.083330 -0.300000),129313,Kenya,501,Africa,1,1,6/3/2007 0:00,6/3/2007 0:00,0,0,2,0,2,2,2
44370,KEN-2006-2-404-8,2006,TRUE,Clear,2,2-404,4924,Borana - Gabra,404,5534,Borana - Gabra,1445,591,Borana,1463,609,Gabra,-1,"CEWARN Country Update, Kenyan side of the Somali cluster, sept-dec 06",,,,,1,Bubisa,"Bubisa (sublocation, Bubisa location, Maikona Division)",Eastern province,Marsabit district,2.750994,38.089463,POINT (38.089463 2.750994),133637,Kenya,501,Africa,1,1,12/7/2006 0:00,12/7/2006 0:00,0,0,0,2,2,2,2
44375,KEN-2008-3-1565-9,2008,TRUE,Clear,3,1565,601,SLDF - Civilians,1565,1068,SLDF - Civilians,1565,704,SLDF,9999,1,Civilians,-1,"SIMIYU Robert Romborah, 2008, Militianisation of resource conflicts - The case of land-based conflict in the Mount Elgon region of Western Kenya, Monograph 152, October 08, p.79",,,,,1,Chesakaki village,Chesakaki village,Western province,Mt. Elgon district,0.800175,34.509092,POINT (34.509092 0.800175),130750,Kenya,501,Africa,1,4,1/1/2008 0:00,1/31/2008 0:00,0,0,22,0,22,22,22
44376,KEN-2006-2-404-5,2006,TRUE,Clear,2,2-404,4924,Borana - Gabra,404,5534,Borana - Gabra,1445,591,Borana,1463,609,Gabra,-1,"CEWARN country update may-aug 06, kenyan side of somali cluster",,,,,1,Dukana village,Dukana village,Eastern province,Marsabit district,3.983333,37.266667,POINT (37.266667 3.983333),135075,Kenya,501,Africa,1,1,8/26/2006 0:00,8/26/2006 0:00,20,1,0,0,21,21,21
44379,KEN-2006-2-404-7,2006,TRUE,Clear,2,2-404,4924,Borana - Gabra,404,5534,Borana - Gabra,1445,591,Borana,1463,609,Gabra,-1,"CEWARN Country Update, Kenyan side of the Somali cluster, sept-dec 06",,,,,1,Forole,"Forole (sublocation, Bada Huri location, Maikona Division)",Eastern province,Marsabit district,3.716664,38,POINT (38.000000 3.716664),135077,Kenya,501,Africa,1,1,10/5/2006 0:00,10/5/2006 0:00,18,0,0,1,19,19,19
44407,KEN-2008-2-221-1,2008,FALSE,Clear,2,2-221,4762,Borana - Samburu,221,5372,Borana - Samburu,1445,591,Borana,1794,925,Samburu,-1,"All Africa 2008-09-17 ""Herders Killed in Clashes",,,,.,3,Isiolo district,Isiolo district,Eastern province,Isiolo district,1,38.75,POINT (38.750000 1.000000),131478,Kenya,501,Africa,1,1,10/16/2008 0:00,10/16/2008 0:00,0,0,0,4,4,7,4
44408,KEN-2008-2-221-3,2008,FALSE,Clear,2,2-221,4762,Borana - Samburu,221,5372,Borana - Samburu,1445,591,Borana,1794,925,Samburu,-1,"CEWARN country updates, kenyan side of somali cluster, sep-dec 08",,,,,3,Isiolo district,Isiolo district (Biligo Village),Eastern province,Isiolo district,1,38.75,POINT (38.750000 1.000000),131478,Kenya,501,Africa,1,4,9/1/2008 0:00,9/30/2008 0:00,0,0,0,5,5,5,5
44409,KEN-1998-2-100-3,1998,TRUE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,R 1998-01-24,,,,police; newspaper,1,Kiamariga town,Kiamariga town,Rift Valley province,Laikipia district,0.05,36.616667,POINT (36.616667 0.050000),130034,Kenya,501,Africa,1,1,1/22/1998 0:00,1/22/1998 0:00,0,0,1,1,2,2,2
44410,KEN-1992-2-225-5,1992,TRUE,Clear,2,2-225,4764,"Kalenjin - Luo, Kisii",225,5374,"Kalenjin - Luo, Kisii",1903,1024,Kalenjin,550104,3816,"Luo, Kisii",-1,R 1992-04-09,,,,"Masinde Muliro, the Forum for the Restoration of Democracy (FORD) party's vice-chairman",1,Kisii town,Kisii town,Nyanza province,Kisii Central district,-0.683333,34.766667,POINT (34.766667 -0.683333),128590,Kenya,501,Africa,2,2,4/5/1992 0:00,4/9/1992 0:00,0,0,0,11,11,11,11
44411,KEN-1994-2-100-3,1994,TRUE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,"HRW 1994 ""Multipartism betrayed in Kenya, p 6"", HRW ""Failing the internally Displaced - THE UNDP Displaced Persons Program in Kenya"" 1997 p 56f",,,,,4,Rift Valley province,Kondoo farm,Rift Valley province,,0.5,36,POINT (36.000000 0.500000),130753,Kenya,501,Africa,1,1,1/3/1994 0:00,1/3/1994 0:00,0,0,0,6,6,6,6
44412,KEN-2010-2-151-13,2010,TRUE,Clear,2,2-151,4704,Pokot - Turkana,151,5314,Pokot - Turkana,1529,670,Pokot,1554,693,Turkana,-1,"KENYA  Tracking of killings and displacement in Pastoral areas, OCHA Annual Review"", at http://reliefweb.int/sites/reliefweb.int/files/resources/9C18D2E8FB4F442CC1257808003B2038-Full_Report.pdf",,,,"NSC/ CEWARN Conflict Updates, Issue No.3 of 2010: Released on 8 February 2010",3,Turkana district,"Koturak area, Turkwel division",Rift Valley province,Turkana district,3,35.5,POINT (35.500000 3.000000),134352,Kenya,501,Africa,1,1,9/17/2010 0:00,9/17/2010 0:00,0,1,0,0,1,1,1
44417,KEN-1994-2-100-5,1994,TRUE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,"HRW 1994 ""Multipartism betrayed in Kenya, p 6, 7 "", HRW ""Failing the internally Displaced - THE UNDP Displaced Persons Program in Kenya"" 1997 p 56f",,,,,4,Rift Valley province,Kondoo farm,Rift Valley province,,0.5,36,POINT (36.000000 0.500000),130753,Kenya,501,Africa,1,1,3/20/1994 0:00,3/20/1994 0:00,0,1,0,0,1,1,1
44418,KEN-2008-3-501-16,2008,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"HRW July 2008 ""All the men have  gone War Crimes in Kenyas Mt. Elgon Conflict",,,,,3,Mt. Elgon district,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,Africa,2,5,3/1/2008 0:00,6/3/2008 0:00,0,0,72,0,72,72,72
44420,KEN-2008-3-501-17,2008,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"HRW July 2008 ""All the men have  gone War Crimes in Kenyas Mt. Elgon Conflict",,,,,3,Mt. Elgon district,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,Africa,1,4,3/1/2008 0:00,3/29/2008 0:00,0,0,2,0,2,2,2
