Link,Title,URL,Date,Content
http://www.the-star.co.ke/news/2013/02/21/wambori-denies-link-to-raila-rally-chaos_c741359,Wambori denies link to Raila rally chaos,www.the-star.co.ke › Local News › North Eastern,"Feb. 21, 2013, 12:00 am","['Former cooperative development minister Njeru Ndwiga and former Kenya AirportAuthority chairman Martin Nyagah Wambora have disowned the recent disruption of Prime Minister Raila Odingas campaign rally at Embu stadium.', 'Ndwiga, Wambora, and TNA Manyatta parliamentary seat candidate John Muchiri and women representative candidate Rose Mitaru said no party leader was involved in the organisation of the chaos.', 'The National Alliance Party (TNA) leaders who were speaking at a campaign rally at Manyatta trading centre said they do not know why the youth acted the way they did.', 'Ndwiga, who is vying for senator seat and Wambora the governor post, said every politician should be allowed to campaign anywhere without interference.', ""Nwiga threatened to sue Cord leaders for libel for maligning his name by claiming he was behind the violence at Embu's Moi stadium. He said some Cord brigade took to the podium and told the rally Ndwiga had organised the youth to disrupt the rally."", 'Njeru said the chaos marred the Cord rally and could not have been organised the attacks as he busy in his campaigns in other parts of the county. Ndwigah  Wambora,  Mitaru and Muchiri said politicians should campaign for peace and unity among Kenyans.', 'Wambora said if elected first governor, he will ensure the Embu Provincial General Hospital is transformed into a referral institution to ensure area residents get proper and affordable treatment.', 'Makau said police are investigating whether the suspects were behind the attack and if enough evidence is gathered, the suspects will be prosecuted.', 'The police boss said some suspects revealed persons who hired them to disrupt the meeting presided over by Raila who was accompanied by Vice President Kalonzo Musyoka.', '\n']"
http://www.the-star.co.ke/news/2013/02/21/governors-inaugural-events-to-cost-sh94m_c741455,Governors inaugural events to cost Sh94m,www.the-star.co.ke › National News,"Feb. 21, 2013, 12:00 am","['More than Sh94 million will be used to organise swearing in ceremonies for the 47 governors, expected to be in office after the March 4 elections. An extra similar sum or even more will be used to furnish offices where the new governors will be housed.', 'This was reveled by the Transition Authority chairman Kinuthia Wamwangi yesterday on the sidelines of the ongoing County Transition Teams training.', ""Kinuthia in an interview with journalists said each county will be given Sh2 million for 'cleaning up' offices and another Sh2 million for organising the ceremonies that will culminate in governors' assumption to office."", 'The money will not be gotten from the Sh3.5 billion the authority has been allocated for distributing in the counties for development of infrastructure and premises that will be used by county officials before devolution takes effect as from March 5, as well not drawn from the Sh70 billion Treasury allocated from national budget for paying salaries running administrative functions and for general development of the counties.', 'Each of the Interim County Secretaries who are part of the county transition team undergoing the three days training at the Kenya Government School in Nairobi, Kinuthia said will be in charge of the Sh4 million.', 'We have 47 interim county secretaries who after the governors are elected the secretaries will contact the governor elect, then organise their transport and lay other logistics plans for them as well as show them their offices. What they will be doing from now and the March 5 will be laying the groundworks to enable smooth and faster settling down of the governors, he said.', 'The interim county secretaries will be equivalent to the current head of public service, but they will deal with matters of public service as well as put up employment systems at the county level. The officer he said will be deployed to counties on Monday.', '\n']"
http://www.the-star.co.ke/news/2013/02/21/limuru-thieves-steal-briefcase-from-nyongo-car_c741555,Limuru thieves steal briefcase from Nyong’o car,www.the-star.co.ke › Local News › Central,"Feb. 21, 2013, 12:00 am","['The minister was campaigning for ODM Limuru parliamentary aspirant Moses Kinyanjui Kimani and Limuru central ward representative Peter Mungai.', ""Witnesses said the youths stormed Nyong'o vehicle and made away with the briefcase which was later recovered after a three-hour search by police."", 'Area district officer Michael Kangethe said police recovered the briefcase at a kiosk in Limuru town, while his passport and air ticket were recovered along a path in Limuru town.', 'The DO said following the incident, police have arrested two suspects who will be arraigned in court once investigations are complete. The incident almost halted the ministers journey to US.', 'Chui said the journey was delayed until 9pm when he (Chui) rushed to Nairobi and handed the minister the passport and air ticket at the airport. Police recovered the ticket around 9pm. It was an awful experience because he had not locked the briefcase, said Chui.', 'Chui said they started off the day at Ngecha shopping centre before moving to Kabuku but when they reached Jua Kali centre in Limuru town, some youth opened the boot and took away the case.', ""He said the minister and his crew did not discover the robbery until they reached Nairobi. Chui said he received a call from a supporter saying Nyongo's briefcase had been stolen."", 'I called the minister and he was not aware but after checking, he drove back from Nairobi and thats when I called police and the search ensued, said Chui.', 'The only thing that has not been found is his diary and we believe police are following some leads with the help of the suspects who have been arrested. ', 'Meanwhile, the DO has accused the aspirant of ignoring police security. I asked him whether we can give them security but he declined, saying they are not visiting hostile areas.', 'This was his own undoing, said Kangethe. He asked politicians to be report to the provincial administration whenever they hold rallies.', '\n']"
http://www.the-star.co.ke/news/2013/02/21/businesses-suffer-as-climate-of-fear-rules-eastleigh_c738089,Businesses suffer as climate of fear rules Eastleigh,www.the-star.co.ke › Lifestyle,"Feb. 21, 2013, 12:00 am","['Seated next to a huge pile of fabrics for sale, 30-year-old Mohamed Hashi, a clothes vendor at the largely Somali-dominated Eastleigh estate in Nairobi, is confident of business success despite various security challenges.', ""The government of Kenya's directive to all refugees living in urban centres to return to camps is worrying Mohamed and his friends who have been doing business in the area for 15 years."", 'I appeal to the government of Kenya to allow me to continue business here because there is nowhere to go back to, Hashi begs. The situation in Somalia is still uncertain, he adds. ', ""The government's decision to flush out all Somali refugees and relocate them back to the camps was halted by the High Court in a case filed against the directive by Kituo Cha Sheria arguing that the order contravenes international conventions. This has given Mohammed and other refugees living in urban centres another lease of life. "", 'The now pray that the court injunction continues beyond April 4 when the case will be heard again. ', '""I was extremely worried when I first heard about the government order and did not open my business for many days for fear of authorities, says Hashi. I tried to look for ways and means to escape, but where? I have decided to surrender myself to the security agencies to avoid trouble. ', 'He adds, ""This is the only place where I can support my family and here lies my future. ', 'Next to him is a 27-year-old mother of three who supports her orphaned kids by selling tea. Kamila Barud fled Dadaab camp four years ago after she was unable to cope with the deplorable situation in the refugee camp. She found herself in Eastleigh through the aid of a Good Samaritan.', '""Life is much better here. I can send my children to school, pay house rent and save for any emergency, all by selling tea, Kamila says. Somalis love tea. ', 'As she proceeds to attend to her customers besides a road under construction, she laughs shyly and cracks a joke. ""Soon there will be no more splash of muddy water on your face. ', 'Mohamed and many other Somali refugees settled in major towns in Kenya after the collapse of the Somalia government in 1991. They had to pick up their pieces and start a new way of life to build their future through business. ', 'According to the newly formed Eastleigh Community Association chairman Hussein Mohamed Roba, Somali investors have been an eye-opener for the Kenyan community. He says the refugees run businesses which generate billions of shillings every year in form of tax and revenue.', 'I have been in business for many years but I didnt know how to import products from outside Kenya. Thanks to Somali businessmen, today I have connections from as far as Hong Kong, Bangkok and I can easily import goods, Hussein says.', '""The Somali traders supply us with important products and most importantly they give us interest-free loans to improve our businesses when market conditions are unfavourable, he said.', 'Hussein believes that despite the government concern on high influx of refugees in the country and possibility of criminal elements who are a threat to national security hiding among them, there are positive economic and social contributions of Somali refugees.', 'He confirms there are thousands of Somalis abroad who send money to Kenya to support their families and friends every month and believes this has positively impacted on both the peoples lives and the countrys economy.', '""Every month Kenya receives millions in foreign currency as Somalis in the diaspora send funds to their relatives to pay school fees, clear medical bills, house rent and much more, Hussein says.', 'He is urging the government not to scare away Somali investors in Eastleigh but to explore ways of registering and regularising their stay like other foreign investors in the country. Hussein is also calling upon Somali entrepreneurs to co-operate with the government so that things may run smoothly.', '""There are hundreds of Kenyan youths who earn their daily bread from Eastleigh business centre directly or indirectly. What will be the future of these youths if you chase away Somali investors? he asks. ', 'Hussein blamed the media for labelling the commercial hub as a terror zone.', '""We know the terror attacks were not experienced only in Eastleigh; they happened in Mombasa, Garissa, Wajir and Nairobi city centre, he said emphatically.', ""He says the media's focus on Eastleigh has created a negative perception of the area in the minds of not only Kenyan citizens but also the East African Community members."", '""People who liked coming to Eastleigh to shop have been scared away by being misinformed to believe there are explosives everywhere waiting to explode, Hussein said.', 'He however lauded the co-operation between the Eastleigh Community Association and security agencies, saying the relationship has helped to improve security and restore public confidence.', 'Eastleigh Community Association is an all-inclusive community-based organisation involved in environmental cleaning, peace and security. It brings together youths, women and business groups.', '\n']"
http://www.the-star.co.ke/news/2013/02/21/computers-stolen-from-iebc-kisumu-office_c741820,Computers stolen from IEBC Kisumu office,www.the-star.co.ke › Latest News,"Feb. 21, 2013, 12:00 am","['Police in Kisumu have launched investigations into the theft of two computers that were stolen from the IEBC offices. Workers reported to the offices this morning and discovered that two of the office computers were missing.', 'Kisumu DCIO Henry Ndombi confirmed the incident saying that the machines were stolen after employees had closed for the day. It is suspected the the burglars colluded with employees since the doors were not damaged. ', 'Police are however treating the incident as one of many robberies that have been occurring in the area since the stolen computers did not contain any sensitive information.', '\n']"
http://www.the-star.co.ke/news/2013/02/21/gor-skipper-confident-of-beating-anse-reunion-before-home-fans_c741591,Gor skipper confident of beating Anse Reunion before home fans,www.the-star.co.ke › Sport › Local,"Feb. 21, 2013, 12:00 am","['Gor Mahia skipper Jerim Onyango has expressed confidence that they can overcome Anse Reunion in the CAF Cup return leg despite a goal-less in first leg in Nairobi.', 'Onyango said the pressure will be on the home side, who will be playing in front of their fans. The tie is not over. We can still win if we score the first goal. In any case the pressure will be on them as they will be playing in front of their fans hence they are likely to crack under the circumstances, added Onyango.', 'He said the strikers must be sharper in front of goal in the return leg. We cant afford to throw away chances and I think the strikers will have no choice but to rectify the mistakes displayed in the first leg, added Onyango.', 'He cited Anthony Akumu sending off as the turning point in their barren draw match a week ago.Playing 10 against 11 is never easy but next time we will be 11 against 11, I am confident we will go through. The game left no doubt about the quality we have because we harassed them even with 10 men. I am hopeful all is not lost and we will prevail, he said.', 'Gor travel to the Seychelles in a fortnight and will be buoyed by Tusker FCs win over St. Michel on the same day. If they can win, we can too. The huge nature of the score (4-1) shows that we are able to win there too if we prepare well. Congratulations to them and I hope we can do the same, he added.', 'Gor were bundled out of the competition at a similar stage last season, losing out 4-0 on aggregate to Mozambican side, Ferroviario Maputo.', '\n']"
http://www.the-star.co.ke/news/2013/02/21/why-are-sonko-and-waititu-so-appealing_c741116,Why Are Sonko And Waititu So Appealing?,www.the-star.co.ke › Opinion › Wycliffe Muga,"Feb. 21, 2013, 12:00 am","[""The increasing likelihood that one Mike 'Sonko' Mbuvi will be elected senator for Nairobi, and that Ferdinand Clifford Waititu may well be the first ever governor of Nairobi, is a source of deep amazement and wonder for many middle class Kenyans."", 'And though there are some who arrive at this amazement from a position of pure snobbery, there are actually sound reasons why a well-informed voter might squirm at the prospect of either of these two men ascending to high office.', 'The senate, in nations which have long had one as part of their legislative structure, is a place for deep deliberation on the affairs of the nation. Now think for a moment of the many occasions that you may have seen Mike Sonko on TV.', ""Did he appear capable of the 'deepest deliberation', as he stood there resplendent with his massive gold rings on every available finger, and flamboyant clothes in every colour of the rainbow? And yet by all accounts, this man is the runaway favourite to be the senator for our capital city."", 'And if some months from now some VIP like the US Secretary of State, or the President of China, should arrive at Jomo Kenyatta International Airport for an official visit, prominent among those in the receiving line, most likely, will be one Mike Sonko, the senator for Nairobi.', 'And, as likely as not, right next to Senator Sonko, we may see Governor Waititu. Its true that Waititus chances  according to some polls  are not as good as Sonkos. ', 'But he is definitely among the two top candidates, and there is every chance that he will be sworn in as governor at some elaborate ceremony. And thereafter be seen moving about the city in his official limousine with immense grace and dignity.', 'And speaking of grace and dignity, those are not the words you would  up to this point  have generally associated with Waititu.', 'There is neither grace nor dignity in being grabbed roughly by the collar; carried off by the police; and then tossed onto a waiting Land Rover.', 'Yet this is what we saw again and again over the years, as Waititu went off on one escapade or another, allegedly in defense of the interests of his constituents.', 'So how is it that we find these two men  generally regarded as jokers by their political opponents who clearly underestimated them  are well on their way to political glory on a scale that seemed unimaginable just a year ago?', 'I have a theory on this: To my mind, the logic behind their success in mobilising their adoring hordes is something I once heard in a recorded speech. The great independence-era political leader, Tom Mboya, was asked by a foreign journalist what he hoped independence would achieve. He listed three things: human dignity, political liberty, and economic opportunity.', 'Well, you cannot deny that we now have political liberty. And economic opportunity is precisely what we know to be still lacking in this country, and it is what every presidential candidate promises to deliver.', 'But the quest for human dignity is easily overlooked. Tom Mboya gave that interview at a time when indigenous Kenyans were not allowed into what we would now call five-star hotels. ', 'There was a strict colour bar  something very much like the apartheid of South Africa which ended just two decades ago  which humiliated even the most educated Africans of those days. So human dignity was a major consideration in a way that is easily forgotten now.', 'There is no colour bar now. But the great majority of indigenous Kenyans still live lives which involve daily humiliation at the hands of what must appear to them as a hostile and remote governing authority, from which they desire to be liberated.', 'And just as the ordinary Kenyan in those early days worshipped the great liberators of those times  above all Jomo Kenyatta, Jaramogi Odinga and Tom Mboya  in much the same way, the poor man or woman in Nairobi sees Sonko or Waititu as liberators.', ""These are the men willing to stop bulldozers from destroying their shanties; the men who fight to stop public land being grabbed; the heroes who are willing to receive the blows of police truncheons, in defense of 'the small man'."", ' ', 'The writer comments on topical issues.', '\n']"
http://www.the-star.co.ke/news/2013/02/21/keep-off-kisii-politics-lobby-tells-nyachae_c741304,"Keep off Kisii politics, lobby tells Nyachae",www.the-star.co.ke › Local News › Western,"Feb. 21, 2013, 12:00 am","['ODM youths from Kisii county yesterday criticised former Cabinet minister Simeon Nyachae for endorsing Jubilee presidential candidate Uhuru Kenyatta.', ""The youths said they will not be 'hoodwinked' by Nyachaes decision to throw his weight behind Uhuru, saying the decision to elect Kenya's  president should be left to the people."", 'Speaking in Kisii town, the youths led by ODM county youth leader Mengo Ochwangi and Kisii Friends of Raila lobby group chairman Elias Bosire, told Nyachae to stop misleading the community.', 'They urged the veteran politician to keep away from politics and leave the people to choose their own leaders. It is wrong for a respected leader like Nyachae to endorse a president to the Kisii community,"" said Mengo. ""He should leave the people to decide whomever they want to pick come March 4 elections.', 'Nyachae endorsed Uhuru for president at the Gusii Stadium on Tuesday, where he asked the Kisii people to vote for him because he will look after their interests.', ' ', 'Bosire reminded Nyachae he had retired and should not involve himself in politics. We respect Nyachae as our leader, but he should not decide for us which direction to go, said Bosire.', ' ', ""Mengo discounted claims that Kisii is a Jubilee coalition zone. He said Cord alliance had more  supporters than Jubilee. Kisii county is a Cord zone and not Jubilee, this was witnessed during Raila's visit two weeks ago, said Mengo."", ' ', 'Meanwhile a TNA aspirant has denied claims that a crowd walked out of a meeting which was to be addressed by Uhuru. Yobesh Onchiri, who is a parliamentary candidate for Bobasi said the claims are a cheap propaganda.', 'Those who are claiming that people walked out of the meeting are only trying to deceive the public because they have since realized that Jubilee has a huge following in both Kisii and Nyamira counties, Onchiri said.', 'A political scientist David Omato said that it is wrong for Cord to plant youths to disrupt Jubilee rally at the stadium and yet none interfered with theirs during Odingas visit.', 'Cord leaders should respect other peoples meetings and stop sending rowdy youth to interfere with them, said Omato. No Jubilee supporters disrupted their meeting.', '\n']"
http://www.the-star.co.ke/news/2013/02/21/immigration-officer-suspended-over-cj-saga_c742093,Immigration officer suspended over CJ saga,www.the-star.co.ke › Latest News,"Feb. 21, 2013, 12:00 am","['The immigration officer who attempted to stop Chief Justice Willy Mutunga from leaving the country  at the Jomo Kenyatta International (JKIA) Airport has been suspended', 'Mutunga yesterday issued a statement terming the attempts by the junior immigration officer to prevent him from travelling pending clearance from the Head of Civil Service Francis Kimemia as, political and deliberate. ', 'The CJ said this at a press conference at the Supreme Court yesterday where he revealed that he had received  a threatening letter from the Mungiki Veterans Group/Kenya Sovereignty Defence squad against judges, ambassadors and himself stating that the letter ""warns against an adversarial ruling on the Presidential and Deputy Presidential candidacy of Uhuru Kenyatta and William Ruto""', 'Government Spokesperson Muthui Kariuki said the interdiction was to pave way for investigations. He added that the National Security Advisory Committee (NSAC) that met today, had set up a team headed by  Inspector General David Kimayo to investigate  the threats made against Chief Justice  Willy Mutunga.', 'Kariuki said the investigation team which  also consists of the Director of Public Prosecutions, Keriako Tobiko and Attorney General Githu Muigai will present its findings on Monday next week.', 'The Government of Kenya highly regrets that the Chief Justice was subjected to such kind of treatment at the airport.  the Government spokesperson said.', 'He said the NSAC has also noted the allegations of senior government officers being involved in political campaigns adding that any civil servant involved in partisan politics will be dismissed.', 'Commenting on the threats against Mutunga earlier today, Prime minister Raila Odinga also accused Head of the Civil Service Francis Kimemia and other senior public officers of being involved in Jubilee Campaigns.', 'The NSAC met this morning to discuss the saga surrounding the threats to CJ and other judicial officers. Head of Civil Service Francis Kimemia called for the meeting  after also being criticized of harassing the CJ requiring that he and other judicial officers be cleared by his office before traveling out of the country.', '\n']"
http://www.the-star.co.ke/news/2013/02/21/mama-ngina-denies-family-stole-nakuru-land-in-1974_c741411,Mama Ngina denies family stole Nakuru land in 1974,www.the-star.co.ke › Local News › Rift Valley,"Feb. 21, 2013, 12:00 am","['Former First lady Mama Ngina Kenyatta has asked the High Court to dismiss a case challenging her ownership of two prime plots in Nakuru. Mama Ngina has faulted the case brought against her by Isaac Kirubi, a retired doctor.', 'In an application filed before Judge Anyara Emukule, Mama Ngina said her rights will be violated if the case is heard before Isaac Kirubi, the petitioner, does not state reasons for suing her.', 'The former First Lady said Kirubi has failed to proof that he once owned the two plots. Kirubi filed a constitutional petition in 2010 alleging that Mama Ngina had infringed on his rights to own property.', 'The retired doctor alleges that the land was forcefully taken from him in 1974 in a conspiracy between President Kenyatta and the then land commissioner, James OLoughlin.', ""Kirubi wants the High Court to declare the acquisition null and void and the land reverted back to him. He claims that Kenyatta, Mama Ngina and O'Loughlin violated his rights to protection from deprivation of property."", 'Kirubi availed documents showing a loan he obtained to help him develop the disputed parcels of land. In her reply to the suit, Mama Ngina said she acquired the 0.8 hectar land legally and denied conspiring with any government official to forcefully and illegally take possession of the properties.', 'Mama Ngina claims Kirubi surrendered the property to the government and was compensated with Sh133,788. She also filed a document showing the land was allocated to Kenyatta after a payment of Sh30,000.', 'Mama Ngina says the matter is time barred because the petitioners are filing the case 35 years after the alleged action occurred. Both parties will appear in court on April 10 for submissions.', '\n']"
http://www.the-star.co.ke/news/2013/02/21/nyoro-free-to-use-tna-colours_c741361,Nyoro free to use TNA colours,www.the-star.co.ke › Local News › Central,"Feb. 21, 2013, 12:00 am","['THE High Court has dismissed a petition by Kiambu governor candidate William Kabogo that sought to bar his rival James Karanja Nyoro from using TNA colours in his campaign posters.', 'Justice Eric Ogolla ruled that Narc was a member of Jubilee family and member parties were free to use the coalition colours. He said Nyoro was also free to include a photo of Uhuru Kenyatta in his campaign posters.', 'But the judge ordered Nyoro to stop using TNA symbol in his posters, saying each party in the coalition had a symbol to which each should be  restricted even if they claim a portion of presidential candidate Uhuru Kenyatta.', 'Through lawyer Njoroge Regeru, Nyoro pleaded with the court to discharge the orders obtained by Kabogo a week ago barring him from using TNA colours and Kenyattas photo in his posters and website.', 'Regeru argued that Narc was a member of the Jubilee coalition and Nyoro was merely carrying out his obligation as a member of the Jubilee family by campaign for it.', 'But Kabogo through lawyer Nelson Havi said the colours, symbols and Kenyattas photos were meant to deceive Kiambu voters that Nyoro was vying the governors seat on TNA platform, yet the former had been nominated by the party for the flag.', '\n']"
http://www.the-star.co.ke/news/2013/02/21/lsk-rejects-appeals-court-malindi-shift_c741313,LSK rejects appeals court Malindi shift,www.the-star.co.ke › Local News › Coast,"Feb. 21, 2013, 12:00 am","['THE LSK is up in arms against the transfer of the Court of Appeal from Mombasa to Malindi. Speaking to The Star yesterday, LSK Mombasa branch chairman Sherman Nyongesa, said the only legal stations suitable to handle appeal cases are Kisumu, Nairobi, Mombasa and Nyeri.', ' ', 'He said the move is impractical and may paralyse justice delivery leading to a crisis. Nyongesa also cited major logistical and legal hurdles which may cripple the court, if the Chief Justice moves the court.', 'He said LSK wrote to the CJ last Thursday appealing against the move saying most appeals are filed at the Mombasa sub registry, with the station having over 500 lawyers, while Malindi has less than 30.', 'Most Malindi lawyers do not appear in appeal cases and also, the capacity of the Malindi prison to hold the criminal appeal prisoners who have been condemned, is wanting, there is no way they can fit. The logistical hurdle of transferring them from Mombasa to Malindi during their cases is also scary, considering they must pass through a forest, we dont want to have a situation where prisoners escape while on transit, he said.', 'Nyongesa said one of their arguments is that Mombasa is the most central location in Coast province if you consider those coming from Lunga Lunga, Taveta, Lamu and Hola areas while Malindi is on the far north.', ' ', ""He said in their letter to the CJ, LSK asked to meet with him and the Judicial Service Commission before court sessions begin. However, despite LSK's protests, records of appeal have already been received at the Malindi law courts from Nairobi, meaning judges should start sitting there soon."", '\n']"
http://www.the-star.co.ke/news/2013/02/21/uasin-gishu-candidates-bid-for-six-piece-vote_c741257,Uasin Gishu candidates bid for ‘six-piece’ vote,www.the-star.co.ke › Local News › Rift Valley,"Feb. 21, 2013, 12:00 am","['URP candidates in parts of North Rift have launched joint campaigns aimed at achieving a ""six-piece"" voting pattern in the region. The move is also meant to help the party consolidate its resources and strategies ahead of the March 4 general elections.', 'Uasin Gishu governor aspirant Jackson Mandago is leading this new strategy which has the blessing of Uasin Gishu parliamentary candidates, county representative aspirants and women representative hopefuls.', 'URP leader William Ruto who is running mate for Jubilee Presidential candidate Uhuru Kenyatta has asked voters in the region to back URP aspirants at all levels so that the party can win all seats in the region.', 'URP is seen as being dominant in Uasin Gishu, Nandi, Elgeyo Marakwet, Pokot, Baringo and many other counties in the South Rift region.', 'Ruto\'s call for ""six-piece"" voting has been criticised by National Vision Party senator candidate Nicholas Biwott who said it will not be possible for URP to sway all voters to its side.', '""Our party is also very popular on the ground and there is no way such a plan will work because we have also fielded our own candidates,"" he said.', '\n']"
http://www.the-star.co.ke/news/2013/02/21/election-pledges-not-in-budget-treasury_c741548,Election pledges not in budget - Treasury,www.the-star.co.ke › Business › Local,"Feb. 21, 2013, 12:00 am","['Promises of grand projects, social welfare handouts and interest free capital for the youth and women dominating political campaigns will not form part of the budgeting process and therefore will not be funded, a top Treasury official said yesterday.', ' ', 'Economic secretary Geoffrey Mwau said the Public finance Amendment act provides the guidelines which can not be dictated to by political promises. ', ' ', 'Every body must fit within the law and whatever they have said they are going to do must fit within the financial resources available and prudent, Mwau said. ', ' ', 'He said the law clearly provides a process on how to identify priority for funding at the county level.According to Mwau, the counties will face challenges of running their governments and balancing priorities against populist promises from their elected leaders. ', ' ', 'Running a county economy will not be easy because most of them will be first time politicians and officers, but we are ready to assist them with capacity building as central government,   Mwau said', ' ', 'He was speaking on the sidelines of a three day Institute of Certified Public Accountants of Kenya economic forum at Safari Park hotel.The Constitution Implementation Commission  chairman Charles Nyachae said the low qualification standards of county assembly representatives poses a management challenge. ', ' ', 'These are the people who are supposed to provide checks and balances on a highly educated governor, yet their education levels may be not up to scale in most counties, Nyachae said. We are likely to elect the same people who used to run down local authorities into county assemblies.', ' ', 'He asked professional bodied for accountants, lawyers, public secretaries and medical experts to actively offer their services to ensure smooth running of county governments. ', ' ', 'ICPAK chairman Patrick Mtange said they have set up several branches around the country and are holding regular forums to engage other professionals and business community at the county level. ', '\n']"
http://www.the-star.co.ke/news/2013/02/21/mudavadi-denies-he-will-join-jubilee_c741112,Mudavadi denies he will join Jubilee,www.the-star.co.ke › National News,"Feb. 21, 2013, 12:00 am","['THE United Democratic Front has denied reports that Amani coalition presidential candidate Musalia Mudavadi may quit in favour of Jubilee candidate Uhuru Kenyatta.', ""UDF secretary general Dan Ameyo said the information was the handiwork of our rivals out to create despondency among Amani's strongholds. Yesterday Mudavadi also condemned ODM for alleging that his candidacy helps the Jubilee Alliance."", 'They are saying a vote for Amani Coalition is a vote for a Kikuyu. Yet just months ago, they were in the G7 group with the Jubilee leaders. Were they not aware at the time of the tribe of Jubilee leaders?, he asked.', 'Mudavadi was speaking yesterday during a meeting with all UDF candidates from the Western region at his Mululu home. ', 'Mudavadi was responding to statements by Cord politicians Ababu Namwamba, Fred Gumo, Paul Otuoma Cyrus Jirongo and former Nairobi Mayor George Aladwa that he would deny Raila the votes he needs to win if he did not pull out of the presidential race.', 'I am not aware of any meeting held, or intending to be held, involving Uhuru and Mudavadi. Amani coalition is in the presidential race to the end, Ameyo told the Star yesterday.', '""Our opponents are in panic mode. If such meeting was held I would know, but I am not aware of any,"" he said. The two Deputy Prime Ministers allegedly met last Thursday and Sunday to explore ways of Mudavadi stepping down for Uhuru.', 'They allegedly met again at the home of former minister Simeon Nyachae in Kisii county on Monday morning. Uhuru was campaigning in Kisii while Mudavadi was in Nyamira.', 'Mudavadi has become of interest to both coalitions as it becomes obvious that the election may be decided in a second round runoff where the Amani votes could be decisive for the two top candidates.', 'Mudavadi has consistently had around 5 percent in the opinion polls which might be enough to give either Uhuru or Raila victory if they could be directly transferred.', 'There are a string of forces determined to get Mudavadi on either side of the two coalitions. But he is in the race to the end, Ameyo said.', ""He said that Amani has an iron clad programme to ensure that Mudavadi runs the full course to March 4, including the last campaign rally at Nairobi's Kamukunji grounds on March 1."", ""Mudavadi's personal aide Kibisu Kabatesi accused ODM of spreading rumors to project Mudavadi as Uhuru's stooge. ODM has been saying that a vote for Mudavadi is a vote for Uhuru. This is the propaganda they have been spreading, said Kabatesi."", '""It is given that Mudavadi shall run the full course. We cannot have come all this far only to pull out of the race at the last minute.""', '\n']"
http://www.the-star.co.ke/news/2013/02/21/fkf-get-greenlight-to-bid-for-u-17s-and-afcon-shows_c741624,FKF get greenlight to bid for U-17s and AFCON shows,www.the-star.co.ke › Sport › Local,"Feb. 21, 2013, 12:00 am","['Sports minister Ababu Namwamba has given Football Kenya Federation the greenlight to formally bid for the 2015 Under 17 tournament and the 2019 Africa Cup of Nations.', 'Namwamba said he met CAF president Issa Hayatou in Kampala during the Cecafa senior Challenge where he expressed the dream of hosting the Cup of Nations.', 'CAF rules stipulate that for a country to host the Cup of Nations, it must first host one of their youth tournaments and that is why we have to start with the Under-17s, said Namwamba.', 'We know it will be a challenge in terms of infrastructure but we have already talked to countries like Qatar and China, who we hope will come to our aid if we win the bid.', 'The country is on course for the big take-off since the football scenario has settled down after the coming on of FKF, said Namwamba. The Sports Act also offers an opportunity for a much better organised football development.', 'Namwamba said missing out on the chance to host the Cup of Nations in 1996, which went to South Africa, was shameful and has worked against football development in the country.', 'Since hosting that tournament, South Africa have grown from strength to strength and have even hosted the 2010 World Cup which is their biggest achievement, Namwamba said.', 'South Africa also hosted the 2013 Africa Cup of Nations last month. Namwamba said that, after losing the 2012 Cecafa Senior Challenge Cup hosting rights, FKF must ensure the tournament comes home later in the year as this will test the countries capacity to host international tournaments.', '\n']"
http://www.the-star.co.ke/news/2013/02/21/kra-distances-itself-from-graft-claims_c742121,KRA distances itself from graft claims,www.the-star.co.ke › Latest News,"Feb. 21, 2013, 12:00 am","['The Kenya Revenue Authority (KRA) has sought to clear its name over allegations that some officials posted at the Jomo Kenyatta International Airport (JKIA) are asking for bribes to allow goods into the country.', 'In the article, the KRA official is accused of imposing tax on training gear that alleged to belong to two-time world marathon champion Abel Kirui.', 'The training gear was brought in to the country by an importer on Kiruis behalf but was asked to pay tax. The official is alleged to have however asked for a lesser sum to allow the gear in. Upon refusal to pay the bribe, the gear was detained and the importer asked to return with the full sum of the tax.', 'KRA has however come out to state that Kirui was contacted and asked about the gear, but said that he did not know of it. Additionally, the tax firm has said that the importer has since been unreachable to clarify the ownership of luggage.', 'He (Kirui) assisted us identify the person who brought in the goods in his name. However, it is worth noting that the person has since vanished and abandoned the goods at Customs, Onyonyi said.', 'He added that the tax levied on the gear was legal; The goods in question attracted taxes under the East African Community Customs Management Act Part B(5) as they were gifts brought into the country by a third party. This could have not applied if Kirui came with them in person.', 'Onyonyi said that some agents are under suspicion of sneaking gear into the country purportedly for use by sportsmen, without their knowledge, only to convert them to commercial use.', 'KRA has in recent times been hard put to explain its proposal to tax athletes earnings from abroad even after deductions are factored in before payments are made at the tournaments.', '\n']"
